reference_code,collection,url
WBP1411.BA0622,AQUARACER,https://www.tagheuer.com/ch/en/timepieces/collections/tag-heuer-aquaracer/30-mm-quartz/WBP1411.BA0622.html
WBP1415.BA0622,AQUARACER,https://www.tagheuer.com/ch/en/timepieces/collections/tag-heuer-aquaracer/30-mm-quartz/WBP1415.BA0622.html
WBD1110.FT8021,AQUARACER,https://www.tagheuer.com/ch/en/timepieces/collections/tag-heuer-aquaracer/41-mm-quartz/WBD1110.FT8021.html
CAY2110.BA0927,AQUARACER,https://www.tagheuer.com/ch/en/timepieces/collections/tag-heuer-aquaracer/43-mm-calibre-16-automatic/CAY2110.BA0927.html
WBD131B.BA0748,AQUARACER,https://www.tagheuer.com/ch/en/timepieces/collections/tag-heuer-aquaracer/35-mm-quartz/WBD131B.BA0748.html
WBD131C.BA0748,AQUARACER,https://www.tagheuer.com/ch/en/timepieces/collections/tag-heuer-aquaracer/35-mm-quartz/WBD131C.BA0748.html
WBE511A.BA0650,AUTAVIA,https://www.tagheuer.com/ch/en/timepieces/collections/tag-heuer-autavia/42-mm-calibre-7-cosc-gmt/WBE511A.BA0650.html
CBE511B.FC8279,AUTAVIA,https://www.tagheuer.com/ch/en/timepieces/collections/tag-heuer-autavia/42-mm-calibre-heuer-02-cosc-flyback/CBE511B.FC8279.html
WBP231E.EB0247,AQUARACER,https://www.tagheuer.com/jp/en/timepieces/collections/tag-heuer-aquaracer/36-mm-calibre-5-automatic/WBP231E.EB0247.html
CBN2A1H.FC6512,CARRERA,https://www.tagheuer.com/ae/en/timepieces/collections/tag-heuer-carrera/44-mm-calibre-heuer-02-automatic/CBN2A1H.FC6512.html
WBP5A8A.BF0619,AQUARACER,https://www.tagheuer.com/ae/en/timepieces/collections/tag-heuer-aquaracer/45-mm-th30-00/WBP5A8A.BF0619.html
WBP201F.BA0632,AQUARACER,https://www.tagheuer.com/ae/en/timepieces/collections/tag-heuer-aquaracer/43-mm-calibre-5-automatic/WBP201F.BA0632.html
CBL2115.FC6494,MONACO,https://www.tagheuer.com/ae/en/timepieces/collections/tag-heuer-monaco/39-mm-calibre-heuer-02/CBL2115.FC6494.html
CAZ201D.BA0633,FORMULA 1,https://www.tagheuer.com/ae/en/timepieces/collections/tag-heuer-formula-1/44-mm-calibre-16-automatic/CAZ201D.BA0633.html
WBP1450.BA0622,AQUARACER,https://www.tagheuer.com/ae/en/timepieces/collections/tag-heuer-aquaracer/30-mm-quartz/WBP1450.BA0622.html
CBL2180.FC6497,MONACO,https://www.tagheuer.com/ae/en/timepieces/collections/tag-heuer-monaco/39-mm-calibre-heuer-02/CBL2180.FC6497.html
CAZ101AR.BA0842,FORMULA 1,https://www.tagheuer.com/jp/en/timepieces/collections/tag-heuer-formula-1/43-mm-quartz/CAZ101AR.BA0842.html
WBP231G.FT6234,AQUARACER,https://www.tagheuer.com/ae/en/timepieces/collections/tag-heuer-aquaracer/36-mm-calibre-5-automatic/WBP231G.FT6234.html
WBP231G.FT6226,AQUARACER,https://www.tagheuer.com/ch/en/timepieces/collections/tag-heuer-aquaracer/36-mm-calibre-5-automatic/WBP231G.FT6226.html
CBN2A1AA.FT6228,CARRERA,https://www.tagheuer.com/ae/en/timepieces/collections/tag-heuer-carrera/44-mm-calibre-16-automatic/CBN2A1AA.FT6228.html
CBN2A1AA.BA0643,CARRERA,https://www.tagheuer.com/ae/en/timepieces/collections/tag-heuer-carrera/44-mm-calibre-16-automatic/CBN2A1AA.BA0643.html
CBN2A1A.FC6537,CARRERA,https://www.tagheuer.com/ae/en/timepieces/collections/tag-heuer-carrera/44-mm-calibre-heuer-02/CBN2A1A.FC6537.html
WBP231J.BA0618,AQUARACER,https://www.tagheuer.com/ae/en/timepieces/collections/tag-heuer-aquaracer/36-mm-calibre-5-automatic/WBP231J.BA0618.html
CBL2118.FC6518,MONACO,https://www.tagheuer.com/ae/en/timepieces/collections/tag-heuer-monaco/39-mm-calibre-heuer-02/CBL2118.FC6518.html
CAR5A8AD.FC6415,CARRERA,https://www.tagheuer.com/jp/en/timepieces/collections/tag-heuer-carrera/45-mm-calibre-heuer02t-cosc/CAR5A8AD.FC6415.html
CBK221G.FC6479,CARRERA,https://www.tagheuer.com/ae/en/timepieces/collections/tag-heuer-carrera/39-mm-calibre-heuer-02/CBK221G.FC6479.html
WBP2010.BA0632,AQUARACER,https://www.tagheuer.com/ae/en/timepieces/collections/tag-heuer-aquaracer/43-mm-calibre-7-automatic/WBP2010.BA0632.html
WBP2010.FT6198,AQUARACER,https://www.tagheuer.com/ae/en/timepieces/collections/tag-heuer-aquaracer/43-mm-calibre-7-automatic/WBP2010.FT6198.html
CAZ101AM.FT8054,FORMULA 1,https://www.tagheuer.com/ae/en/timepieces/collections/tag-heuer-formula-1/43-mm-quartz/CAZ101AM.FT8054.html
CAZ101AP.FT8056,FORMULA 1,https://www.tagheuer.com/ae/en/timepieces/collections/tag-heuer-formula-1/43-mm-quartz/CAZ101AP.FT8056.html
CAZ101AN.FT8055,FORMULA 1,https://www.tagheuer.com/ae/en/timepieces/collections/tag-heuer-formula-1/43-mm-quartz/CAZ101AN.FT8055.html
CBN2019.BA0642,CARRERA,https://www.tagheuer.com/jp/en/timepieces/collections/tag-heuer-carrera/42-mm-calibre-heuer02/CBN2019.BA0642.html
WBN2414.BA0621,CARRERA,https://www.tagheuer.com/ae/en/timepieces/collections/tag-heuer-carrera/29-mm-calibre-9-automatic/WBN2414.BA0621.html
WBN2450.BD0569,CARRERA,https://www.tagheuer.com/ae/en/timepieces/collections/tag-heuer-carrera/29-mm-calibre-9-automatic/WBN2450.BD0569.html
CBN2045.FC8316,CARRERA,https://www.tagheuer.com/ae/en/timepieces/collections/tag-heuer-carrera/42-mm-calibre-heuer-02-automatic-cosc/CBN2045.FC8316.html
CBN2016.EB0275,CARRERA,https://www.tagheuer.com/ae/en/timepieces/collections/tag-heuer-carrera/42-mm-calibre-heuer-02-automatic/CBN2016.EB0275.html
CAZ201E.FC6517,FORMULA 1,https://www.tagheuer.com/ae/en/timepieces/collections/tag-heuer-formula-1/44-mm-calibre-16-automatic/CAZ201E.FC6517.html
CAZ5080.FC6517,FORMULA 1,https://www.tagheuer.com/ae/en/timepieces/collections/tag-heuer-formula-1/45-mm-calibre-heuer-02t-cosc/CAZ5080.FC6517.html
WBP1112.FT6199,AQUARACER,https://www.tagheuer.com/ch/en/timepieces/collections/tag-heuer-aquaracer/40-mm-th50-00/WBP1112.FT6199.html
SBR8A82.EB0264,CONNECTED,https://www.tagheuer.com/us/en/smartwatches/collections/tag-heuer-connected/45-mm/SBR8A82.EB0264.html
CBN2044.FC8313,CARRERA,https://www.tagheuer.com/ae/en/timepieces/collections/tag-heuer-carrera/42-mm-calibre-heuer-02-automatic/CBN2044.FC8313.html
CBN2A1L.FC6521,CARRERA,https://www.tagheuer.com/ae/en/timepieces/collections/tag-heuer-carrera/44-mm-calibre-heuer-02/CBN2A1L.FC6521.html
CAR5A8AF.FC6415,CARRERA,https://www.tagheuer.com/ae/en/timepieces/collections/tag-heuer-carrera/45-mm-calibre-heuer02t-cosc/CAR5A8AF.FC6415.html
WBN2451.BD0567,CARRERA,https://www.tagheuer.com/ae/en/timepieces/collections/tag-heuer-carrera/29-mm-calibre-9-automatic/WBN2451.BD0567.html
